================================================================================
Tribomessung1
================================================================================

Tribometer module /  Version a.b.Q

________________________________________________________________________________

Standard parameters
________________________________________________________________________________

Instrument
- Standard tribometer
- Serial number: 0000-0000-0000-0000
- Tribometer module /  Version a.b.Q
- Date of measurement: 01.01.1111 11:11:11

Static partner
- Substrate: 100Cr6
- Cleaning: Ethanol
- Dimension: 6,00 [mm]
- Geometry: Ball

Sample
- Substrate: 100Cr6
- Cleaning: Ethanol

Environment
- Temperature: 150,00 [°C]
- Atmosphere: Luft
- Humidity: 20,00 [%]

Sequence
- Sequence count: 1
- Single-way mode
- Radius: 10,00 [mm]
- Lin. Speed: 40,00 [cm/s]
- Acquisition rate: 1,0 [Hz]
- Cycles sampled: 1/1
- Pause: 0 [s]
- Homing at begin: No
- Normal load: 10,00 [N]
- Unload at end: No
- Stop condit.: 10000,0 [lap]
- Effective Stop: laps



Start 	min 	max 	mean 	std. dev.
0,000313784868922085	2,26962620217819E-5	0,359686523675919	0,0958055853843689	0,0112191075459123

------------------------------------
Raw Data
------------------------------------
Time [s]	Distance [m]	laps	Sequence ID	Cycle ID	Max linear speed [cm/s]	Nominal Load [N]	µ	Normal force [N]	Sample temperature [°C]	Oven temperature [°C]	Penetration depth [µm]
0,99900	0,000000000000000	0,000	1	1	39,999998509883847	10,000000000000000	0,000313784868922	10,000000000000000	150,44	177,52	-10651,150745222907500
1,99913	0,031415928759533	0,700	1	1	39,999998509883847	10,000000000000000	0,000550176308025	10,000000000000000	150,42	177,46	-10651,150745222907500
2,99925	0,012566371820867	1,400	1	0	39,999998509883847	10,000000000000000	0,000225768075325	10,000000000000000	150,41	177,42	-10651,150745222907500
3,99938	0,031415928759533	2,100	1	2	39,999998509883847	10,000000000000000	0,000118870157166	10,000000000000000	150,40	177,37	-10651,150745222907500
4,99950	0,062831857519067	2,800	1	2	39,999998509883847	10,000000000000000	0,000328048889060	10,000000000000000	150,38	177,32	-10651,150745222907500
5,99963	0,031415928155184	3,500	1	0	39,999998509883847	10,000000000000000	0,000442637508968	10,000000000000000	150,36	177,27	-10651,150745222907500
6,99975	0,062831857519067	4,200	1	3	39,999998509883847	10,000000000000000	0,000255165155977	10,000000000000000	150,35	177,20	-10651,150745222907500
7,99988	0,094247786278600	4,900	1	3	39,999998509883847	10,000000000000000	0,000022696262022	10,000000000000000	150,34	177,14	-10113,943393731739800
9,00000	0,050265487283468	5,600	1	0	39,999998509883847	10,000000000000000	0,000188814505236	10,000000000000000	150,31	177,06	-896,857296984013243
10,00012	0,056548669934273	6,300	1	0	39,999998509883847	10,000000000000000	0,218409970402718	10,000000000000000	150,31	177,01	-1559,526547070386820
