================================================================================
Tribomessung1
================================================================================

Tribometer module /  Version a.b.Q

________________________________________________________________________________

Standard parameters
________________________________________________________________________________

Instrument
- Standard tribometer
- Serial number: 0000-0000-0000-0000
- Tribometer module /  Version a.b.Q
- Date of measurement: 01.01.1111 11:11:11

Static partner
- Substrate: 100Cr6
- Cleaning: Ethanol
- Dimension: 6,00 [mm]
- Geometry: Ball

Sample
- Substrate: 100Cr6
- Cleaning: Ethanol

Environment
- Automatic start 200,0 [°C]
- Temperature: 25,00 [°C]
- Atmosphere: Luft
- Humidity: 20,00 [%]

Sequence
- Sequence count: 1
- Single-way mode
- Radius: 10,00 [mm]
- Lin. Speed: 40,00 [cm/s]
- Acquisition rate: 1,0 [Hz]
- Cycles sampled: 1/1
- Pause: 0 [s]
- Homing at begin: No
- Normal load: 5,00 [N]
- Unload at end: No
- Stop condit.: 10000,0 [lap]
- Effective Stop: laps


Start 	min 	max 	mean 	std. dev.
0,0433233715593815	0,0433233715593815	0,0924939960241318	0,0901110097765923	0,00247874390333891

------------------------------------
Raw Data
------------------------------------
Time [s]	Distance [m]	laps	Sequence ID	Cycle ID	Max linear speed [cm/s]	Nominal Load [N]	µ	Normal force [N]
84,00938	29,468141555786133	469,000	1	0	39,999998509883847	5,000000000000000	0,091230198740959	5,000000000000000
85,00950	29,907964706420898	476,000	1	0	39,999998509883847	5,000000000000000	0,091197103261948	5,000000000000000
86,00963	30,284955978393555	482,000	1	0	39,999998509883847	5,000000000000000	0,091186419129372	5,000000000000000
87,00975	30,661947250366211	488,000	1	0	39,999998509883847	5,000000000000000	0,091236747801304	5,000000000000000
88,00987	31,101770401000977	495,000	1	0	39,999998509883847	5,000000000000000	0,091057643294334	5,000000000000000
89,01000	31,478759765625000	501,000	1	0	39,999998509883847	5,000000000000000	0,091183021664619	5,000000000000000
90,01012	31,918582916259766	508,000	1	0	39,999998509883847	5,000000000000000	0,091084808111191	5,000000000000000
91,01025	32,295574188232422	514,000	1	0	39,999998509883847	5,000000000000000	0,091075673699379	5,000000000000000
92,01038	32,672565460205078	520,000	1	0	39,999998509883847	5,000000000000000	0,091245427727699	5,000000000000000
93,01050	33,112388610839844	527,000	1	0	39,999998509883847	5,000000000000000	0,090943858027458	5,000000000000000
94,01063	33,489379882812500	533,000	1	0	39,999998509883847	5,000000000000000	0,091108620166779	5,000000000000000
95,01075	33,929203033447266	540,000	1	0	39,999998509883847	5,000000000000000	0,091009825468063	5,000000000000000
96,01087	34,306194305419922	546,000	1	0	39,999998509883847	5,000000000000000	0,091005519032478	5,000000000000000
97,01100	34,683185577392578	552,000	1	0	39,999998509883847	5,000000000000000	0,091171965003014	5,000000000000000
98,01112	35,123008728027344	559,000	1	0	39,999998509883847	5,000000000000000	0,090997725725174	5,000000000000000
99,01125	35,500000000000000	565,000	1	0	39,999998509883847	5,000000000000000	0,091173313558102	5,000000000000000
100,01138	35,939823150634766	572,000	1	0	39,999998509883847	5,000000000000000	0,091030664741993	5,000000000000000
101,01150	36,316814422607422	578,000	1	0	39,999998509883847	5,000000000000000	0,090959377586842	5,000000000000000
102,01163	36,693805694580078	584,000	1	0	39,999998509883847	5,000000000000000	0,091163679957390	5,000000000000000
103,01175	37,133628845214844	591,000	1	0	39,999998509883847	5,000000000000000	0,090929083526134	5,000000000000000
104,01187	37,510620117187500	597,000	1	0	39,999998509883847	5,000000000000000	0,091120719909668	5,000000000000000
105,01200	37,950443267822266	604,000	1	0	39,999998509883847	5,000000000000000	0,090959198772907	5,000000000000000
106,01212	38,327434539794922	610,000	1	0	39,999998509883847	5,000000000000000	0,090962514281273	5,000000000000000
107,01225	38,704425811767578	616,000	1	0	39,999998509883847	5,000000000000000	0,091119579970837	5,000000000000000
108,01237	39,144248962402344	623,000	1	0	39,999998509883847	5,000000000000000	0,090920053422451	5,000000000000000
109,01250	39,521240234375000	629,000	1	0	39,999998509883847	5,000000000000000	0,091042205691338	5,000000000000000
110,01263	39,961059570312500	636,000	1	0	39,999998509883847	5,000000000000000	0,091018006205559	5,000000000000000
111,01275	40,338050842285156	642,000	1	0	39,999998509883847	5,000000000000000	0,091017425060272	5,000000000000000
112,01288	40,715042114257813	648,000	1	0	39,999998509883847	5,000000000000000	0,091146849095821	5,000000000000000
113,01300	41,154865264892578	655,000	1	0	39,999998509883847	5,000000000000000	0,090932287275791	5,000000000000000
114,01312	41,531856536865234	661,000	1	0	39,999998509883847	5,000000000000000	0,091043829917908	5,000000000000000
115,01325	41,971679687500000	668,000	1	0	39,999998509883847	5,000000000000000	0,091002367436886	5,000000000000000
116,01337	42,348670959472656	674,000	1	0	39,999998509883847	5,000000000000000	0,091053396463394	5,000000000000000
117,01350	42,725662231445313	680,000	1	0	39,999998509883847	5,000000000000000	0,091090805828571	5,000000000000000
118,01363	43,165485382080078	687,000	1	0	39,999998509883847	5,000000000000000	0,090935431420803	5,000000000000000
119,01375	43,542476654052734	693,000	1	0	39,999998509883847	5,000000000000000	0,091015689074993	5,000000000000000
120,01388	43,982299804687500	700,000	1	0	39,999998509883847	5,000000000000000	0,091012641787529	5,000000000000000
121,01400	44,359291076660156	706,000	1	0	39,999998509883847	5,000000000000000	0,091116927564144	5,000000000000000
122,01412	44,799114227294922	713,000	1	0	39,999998509883847	5,000000000000000	0,091066792607307	5,000000000000000
123,01425	45,176105499267578	719,000	1	0	39,999998509883847	5,000000000000000	0,091002330183983	5,000000000000000
124,01437	45,553096771240234	725,000	1	0	39,999998509883847	5,000000000000000	0,091121181845665	5,000000000000000
125,01450	45,992919921875000	732,000	1	0	39,999998509883847	5,000000000000000	0,090970247983932	5,000000000000000
126,01463	46,369911193847656	738,000	1	0	39,999998509883847	5,000000000000000	0,091092884540558	5,000000000000000
127,01475	46,809734344482422	745,000	1	0	39,999998509883847	5,000000000000000	0,090961001813412	5,000000000000000
128,01488	47,186725616455078	751,000	1	0	39,999998509883847	5,000000000000000	0,090931460261345	5,000000000000000
129,01500	47,563716888427734	757,000	1	0	39,999998509883847	5,000000000000000	0,091149695217609	5,000000000000000
130,01512	48,003540039062500	764,000	1	0	39,999998509883847	5,000000000000000	0,090873889625072	5,000000000000000
131,01524	48,380531311035156	770,000	1	0	39,999998509883847	5,000000000000000	0,090964160859585	5,000000000000000
132,01538	48,820354461669922	777,000	1	0	39,999998509883847	5,000000000000000	0,090934738516808	5,000000000000000
133,01550	49,197345733642578	783,000	1	0	39,999998509883847	5,000000000000000	0,091072529554367	5,000000000000000
134,01563	49,574337005615234	789,000	1	0	39,999998509883847	5,000000000000000	0,090884573757648	5,000000000000000
135,01575	50,014160156250000	796,000	1	0	39,999998509883847	5,000000000000000	0,090794995427132	5,000000000000000
136,01587	50,391151428222656	802,000	1	0	39,999998509883847	5,000000000000000	0,091074451804161	5,000000000000000
137,01601	50,830974578857422	809,000	1	0	39,999998509883847	5,000000000000000	0,090966671705246	5,000000000000000
138,01613	51,207962036132813	815,000	1	0	39,999998509883847	5,000000000000000	0,091140180826187	5,000000000000000
139,01625	51,647785186767578	822,000	1	0	39,999998509883847	5,000000000000000	0,090900674462318	5,000000000000000
140,01637	52,024776458740234	828,000	1	0	39,999998509883847	5,000000000000000	0,090955346822739	5,000000000000000
141,01649	52,401767730712891	834,000	1	0	39,999998509883847	5,000000000000000	0,091148838400841	5,000000000000000
142,01663	52,841590881347656	841,000	1	0	39,999998509883847	5,000000000000000	0,090908944606781	5,000000000000000
143,01675	53,218582153320313	847,000	1	0	39,999998509883847	5,000000000000000	0,091058716177940	5,000000000000000
144,01688	53,658405303955078	854,000	1	0	39,999998509883847	5,000000000000000	0,090891718864441	5,000000000000000
145,01700	54,035396575927734	860,000	1	0	39,999998509883847	5,000000000000000	0,091052360832691	5,000000000000000
146,01712	54,412387847900391	866,000	1	0	39,999998509883847	5,000000000000000	0,091025367379189	5,000000000000000
147,01724	54,852210998535156	873,000	1	0	39,999998509883847	5,000000000000000	0,090814106166363	5,000000000000000
148,01738	55,229202270507813	879,000	1	0	39,999998509883847	5,000000000000000	0,091013595461845	5,000000000000000
149,01750	55,669025421142578	886,000	1	0	39,999998509883847	5,000000000000000	0,091053560376167	5,000000000000000
150,01762	56,046016693115234	892,000	1	0	39,999998509883847	5,000000000000000	0,091115638613701	5,000000000000000
151,01775	56,485839843750000	899,000	1	0	39,999998509883847	5,000000000000000	0,090976327657700	5,000000000000000
152,01787	56,862831115722656	905,000	1	0	39,999998509883847	5,000000000000000	0,090944647789001	5,000000000000000
153,01801	57,239822387695313	911,000	1	0	39,999998509883847	5,000000000000000	0,091099411249161	5,000000000000000
154,01813	57,679645538330078	918,000	1	0	39,999998509883847	5,000000000000000	0,090900033712387	5,000000000000000
155,01825	58,056636810302734	924,000	1	0	39,999998509883847	5,000000000000000	0,091103300452232	5,000000000000000
156,01837	58,496459960937500	931,000	1	0	39,999998509883847	5,000000000000000	0,090952821075916	5,000000000000000
157,01849	58,873451232910156	937,000	1	0	39,999998509883847	5,000000000000000	0,090949878096581	5,000000000000000
158,01863	59,250442504882813	943,000	1	0	39,999998509883847	5,000000000000000	0,091021537780762	5,000000000000000
159,01875	59,690265655517578	950,000	1	0	39,999998509883847	5,000000000000000	0,090868994593620	5,000000000000000
160,01888	60,067256927490234	956,000	1	0	39,999998509883847	5,000000000000000	0,090941175818443	5,000000000000000
161,01900	60,507080078125000	963,000	1	0	39,999998509883847	5,000000000000000	0,090908512473106	5,000000000000000
162,01912	60,884071350097656	969,000	1	0	39,999998509883847	5,000000000000000	0,090889990329742	5,000000000000000
163,01926	61,323894500732422	976,000	1	0	39,999998509883847	5,000000000000000	0,090791776776314	5,000000000000000
164,01938	61,700885772705078	982,000	1	0	39,999998509883847	5,000000000000000	0,090976536273956	5,000000000000000
165,01950	62,140708923339844	989,000	1	0	39,999998509883847	5,000000000000000	0,090964511036873	5,000000000000000
166,01962	62,517696380615234	995,000	1	0	39,999998509883847	5,000000000000000	0,090872004628181	5,000000000000000
167,01974	62,894687652587891	1001,000	1	0	39,999998509883847	5,000000000000000	0,091013789176941	5,000000000000000
168,01988	63,334510803222656	1008,000	1	0	39,999998509883847	5,000000000000000	0,090937614440918	5,000000000000000
169,02000	63,711502075195313	1014,000	1	0	39,999998509883847	5,000000000000000	0,091040387749672	5,000000000000000
170,02013	64,151329040527344	1021,000	1	0	39,999998509883847	5,000000000000000	0,090964339673519	5,000000000000000
171,02025	64,528320312500000	1027,000	1	0	39,999998509883847	5,000000000000000	0,091097854077816	5,000000000000000
172,02037	64,968139648437500	1034,000	1	0	39,999998509883847	5,000000000000000	0,090962782502174	5,000000000000000
173,02049	65,345130920410156	1040,000	1	0	39,999998509883847	5,000000000000000	0,091000184416771	5,000000000000000
174,02063	65,722122192382813	1046,000	1	0	39,999998509883847	5,000000000000000	0,091036014258862	5,000000000000000
175,02075	66,161949157714844	1053,000	1	0	39,999998509883847	5,000000000000000	0,090883776545525	5,000000000000000
176,02087	66,538940429687500	1059,000	1	0	39,999998509883847	5,000000000000000	0,091083131730556	5,000000000000000
177,02100	66,978759765625000	1066,000	1	0	39,999998509883847	5,000000000000000	0,090907126665115	5,000000000000000
178,02112	67,355751037597656	1072,000	1	0	39,999998509883847	5,000000000000000	0,090994156897068	5,000000000000000
179,02126	67,795578002929688	1079,000	1	0	39,999998509883847	5,000000000000000	0,091038353741169	5,000000000000000
180,02138	68,172561645507813	1085,000	1	0	39,999998509883847	5,000000000000000	0,091028124094009	5,000000000000000
181,02150	68,612388610839844	1092,000	1	0	39,999998509883847	5,000000000000000	0,090867653489113	5,000000000000000
182,02162	68,989379882812500	1098,000	1	0	39,999998509883847	5,000000000000000	0,090931907296181	5,000000000000000
183,02174	69,429199218750000	1105,000	1	0	39,999998509883847	5,000000000000000	0,091075025498867	5,000000000000000
184,02188	69,806190490722656	1111,000	1	0	39,999998509883847	5,000000000000000	0,090921945869923	5,000000000000000
185,02200	70,183181762695313	1117,000	1	0	39,999998509883847	5,000000000000000	0,091130375862122	5,000000000000000
186,02213	70,623008728027344	1124,000	1	0	39,999998509883847	5,000000000000000	0,090869702398777	5,000000000000000
187,02225	71,000000000000000	1130,000	1	0	39,999998509883847	5,000000000000000	0,090913325548172	5,000000000000000
188,02237	71,439819335937500	1137,000	1	0	39,999998509883847	5,000000000000000	0,090996645390987	5,000000000000000
189,02251	71,816810607910156	1143,000	1	0	39,999998509883847	5,000000000000000	0,091044396162033	5,000000000000000
190,02263	72,256637573242188	1150,000	1	0	39,999998509883847	5,000000000000000	0,090940043330193	5,000000000000000
191,02275	72,633628845214844	1156,000	1	0	39,999998509883847	5,000000000000000	0,091059342026711	5,000000000000000
192,02287	73,073448181152344	1163,000	1	0	39,999998509883847	5,000000000000000	0,090995706617832	5,000000000000000
193,02299	73,450439453125000	1169,000	1	0	39,999998509883847	5,000000000000000	0,090778112411499	5,000000000000000
194,02313	73,827430725097656	1175,000	1	0	39,999998509883847	5,000000000000000	0,090952828526497	5,000000000000000
195,02325	74,267257690429688	1182,000	1	0	39,999998509883847	5,000000000000000	0,090763732790947	5,000000000000000
196,02338	74,644248962402344	1188,000	1	0	39,999998509883847	5,000000000000000	0,090926781296730	5,000000000000000
197,02350	75,084068298339844	1195,000	1	0	39,999998509883847	5,000000000000000	0,091022171080112	5,000000000000000
198,02362	75,461059570312500	1201,000	1	0	39,999998509883847	5,000000000000000	0,090986758470535	5,000000000000000
199,02374	75,900886535644531	1208,000	1	0	39,999998509883847	5,000000000000000	0,090852469205856	5,000000000000000
200,02388	76,277877807617188	1214,000	1	0	39,999998509883847	5,000000000000000	0,090880468487740	5,000000000000000
201,02400	76,717697143554688	1221,000	1	0	39,999998509883847	5,000000000000000	0,090935036540031	5,000000000000000
202,02412	77,094688415527344	1227,000	1	0	39,999998509883847	5,000000000000000	0,090823911130428	5,000000000000000
203,02425	77,471679687500000	1233,000	1	0	39,999998509883847	5,000000000000000	0,091053806245327	5,000000000000000
204,02437	77,911506652832031	1240,000	1	0	39,999998509883847	5,000000000000000	0,090884163975716	5,000000000000000
205,02451	78,288497924804688	1246,000	1	0	39,999998509883847	5,000000000000000	0,091004088521004	5,000000000000000
206,02463	78,728317260742188	1253,000	1	0	39,999998509883847	5,000000000000000	0,091065883636475	5,000000000000000
207,02475	79,105308532714844	1259,000	1	0	39,999998509883847	5,000000000000000	0,091051906347275	5,000000000000000
208,02487	79,545127868652344	1266,000	1	0	39,999998509883847	5,000000000000000	0,090930730104446	5,000000000000000
209,02499	79,922119140625000	1272,000	1	0	39,999998509883847	5,000000000000000	0,090885430574417	5,000000000000000
210,02513	80,361946105957031	1279,000	1	0	39,999998509883847	5,000000000000000	0,091060765087605	5,000000000000000
211,02525	80,738937377929688	1285,000	1	0	39,999998509883847	5,000000000000000	0,090866029262543	5,000000000000000
212,02538	81,115928649902344	1291,000	1	0	39,999998509883847	5,000000000000000	0,091105952858925	5,000000000000000
213,02550	81,555747985839844	1298,000	1	0	39,999998509883847	5,000000000000000	0,090806812047958	5,000000000000000
214,02562	81,932739257812500	1304,000	1	0	39,999998509883847	5,000000000000000	0,090988673269749	5,000000000000000
215,02576	82,372566223144531	1311,000	1	0	39,999998509883847	5,000000000000000	0,090930894017220	5,000000000000000
216,02588	82,749557495117188	1317,000	1	0	39,999998509883847	5,000000000000000	0,091107048094273	5,000000000000000
217,02600	83,189376831054688	1324,000	1	0	39,999998509883847	5,000000000000000	0,090917333960533	5,000000000000000
218,02612	83,566368103027344	1330,000	1	0	39,999998509883847	5,000000000000000	0,091012142598629	5,000000000000000
219,02625	84,006195068359375	1337,000	1	0	39,999998509883847	5,000000000000000	0,090997114777565	5,000000000000000
220,02638	84,383186340332031	1343,000	1	0	39,999998509883847	5,000000000000000	0,091022290289402	5,000000000000000
221,02650	84,760177612304688	1349,000	1	0	39,999998509883847	5,000000000000000	0,091139569878578	5,000000000000000
222,02663	85,199996948242188	1356,000	1	0	39,999998509883847	5,000000000000000	0,090891987085342	5,000000000000000
223,02675	85,576988220214844	1362,000	1	0	39,999998509883847	5,000000000000000	0,091092951595783	5,000000000000000
224,02687	86,016815185546875	1369,000	1	0	39,999998509883847	5,000000000000000	0,090876869857311	5,000000000000000
225,02699	86,393806457519531	1375,000	1	0	39,999998509883847	5,000000000000000	0,091034129261971	5,000000000000000
226,02713	86,833625793457031	1382,000	1	0	39,999998509883847	5,000000000000000	0,090992935001850	5,000000000000000
227,02725	87,210617065429688	1388,000	1	0	39,999998509883847	5,000000000000000	0,090959899127483	5,000000000000000
228,02737	87,650444030761719	1395,000	1	0	39,999998509883847	5,000000000000000	0,090951666235924	5,000000000000000
229,02750	88,027435302734375	1401,000	1	0	39,999998509883847	5,000000000000000	0,091168269515038	5,000000000000000
230,02762	88,467254638671875	1408,000	1	0	39,999998509883847	5,000000000000000	0,090999990701675	5,000000000000000
231,02776	88,844245910644531	1414,000	1	0	39,999998509883847	5,000000000000000	0,091065332293510	5,000000000000000
232,02788	89,221237182617188	1420,000	1	0	39,999998509883847	5,000000000000000	0,091171383857727	5,000000000000000
233,02800	89,661064147949219	1427,000	1	0	39,999998509883847	5,000000000000000	0,090880520641804	5,000000000000000
234,02812	90,038055419921875	1433,000	1	0	39,999998509883847	5,000000000000000	0,091138929128647	5,000000000000000
235,02824	90,477874755859375	1440,000	1	0	39,999998509883847	5,000000000000000	0,091025605797768	5,000000000000000
236,02838	90,854866027832031	1446,000	1	0	39,999998509883847	5,000000000000000	0,091008976101875	5,000000000000000
237,02850	91,294685363769531	1453,000	1	0	39,999998509883847	5,000000000000000	0,090934380888939	5,000000000000000
238,02863	91,671676635742188	1459,000	1	0	39,999998509883847	5,000000000000000	0,091053053736687	5,000000000000000
239,02875	92,111503601074219	1466,000	1	0	39,999998509883847	5,000000000000000	0,090979099273682	5,000000000000000
240,02887	92,488494873046875	1472,000	1	0	39,999998509883847	5,000000000000000	0,091006942093372	5,000000000000000
241,02901	92,928314208984375	1479,000	1	0	39,999998509883847	5,000000000000000	0,091109037399292	5,000000000000000
242,02913	93,305305480957031	1485,000	1	0	39,999998509883847	5,000000000000000	0,090965673327446	5,000000000000000
243,02925	93,682296752929688	1491,000	1	0	39,999998509883847	5,000000000000000	0,091115131974220	5,000000000000000
244,02937	94,122123718261719	1498,000	1	0	39,999998509883847	5,000000000000000	0,090867057442665	5,000000000000000
245,02950	94,499114990234375	1504,000	1	0	39,999998509883847	5,000000000000000	0,091025434434414	5,000000000000000
246,02963	94,938934326171875	1511,000	1	0	39,999998509883847	5,000000000000000	0,090978190302849	5,000000000000000
247,02975	95,315925598144531	1517,000	1	0	39,999998509883847	5,000000000000000	0,090973570942879	5,000000000000000
248,02988	95,755752563476563	1524,000	1	0	39,999998509883847	5,000000000000000	0,090943723917007	5,000000000000000
