728.848	1113
729.459	1062
730.070	1078
730.679	1052
731.290	1086
731.901	1104
732.510	1094
733.120	1049
733.731	1025
734.340	1078
734.951	1134
735.561	1102
736.170	1097
736.781	1063
737.389	1087
738.000	1124
738.610	1094
739.219	1072
739.829	1118
740.439	1065
741.048	1114
741.658	1098
742.268	1126
742.876	1063
743.487	1108
744.095	1063
744.705	1027
745.315	1101
745.923	1105
746.533	1080
747.143	1066
747.750	1050
748.360	1056
748.968	1076
749.578	1109
750.187	1066
750.795	1081
751.405	1092
752.012	1071
752.622	1040
753.231	1095
753.839	1040
754.448	1035
755.056	1017
755.665	986
756.274	1020
756.881	1093
757.491	1038
758.098	1030
758.707	1103
759.314	1046
759.923	1011
760.532	1047
761.139	1088
761.748	1067
762.355	1032
762.964	1061
763.570	1038
764.179	1067
764.788	1053
765.395	1018
766.003	1078
766.610	1055
767.218	1034
767.825	1076
768.433	1092
769.040	1052
769.648	1040
770.256	1084
770.863	1060
771.471	1057
772.077	1034
772.685	1033
773.292	1029
773.900	1068
774.506	1035
775.114	1054
775.720	1059
776.328	1054
776.933	1062
777.541	1057
778.149	1037
778.755	1056
779.363	1011
779.968	1081
780.576	1040
781.182	1047
781.789	1126
782.395	1037
783.002	1060
783.608	1087
784.215	1068
784.820	1065
785.428	1053
786.033	1056
786.640	1040
787.245	986
787.853	1019
788.458	1099
789.065	1063
789.670	1063
790.277	1018
790.882	1057
791.489	1018
792.094	1062
792.700	1065
793.305	1038
793.912	1070
794.517	1022
795.121	1079
795.728	1053
796.332	1088
796.939	1042
797.544	1014
798.150	1015
798.754	1047
799.361	1040
799.965	1108
800.571	1062
801.176	1021
801.782	1032
802.386	1061
802.990	1041
803.596	1021
804.200	998
804.806	1031
805.410	1078
806.016	1041
806.620	1040
807.226	1042
807.830	1033
808.434	1095
809.039	1005
809.643	1043
810.249	1003
810.852	1076
811.458	1064
812.061	1065
812.665	1045
813.270	1060
813.874	1078
814.479	1068
815.082	1071
815.688	1077
816.291	1081
816.894	1038
817.499	1075
818.103	1063
818.708	1042
819.311	1086
819.914	1069
820.519	1084
821.122	1104
821.726	1036
822.329	1077
822.932	1040
823.537	1049
824.140	1071
824.744	1069
825.347	1054
825.949	1079
826.554	1017
827.157	1018
827.759	1058
828.363	1088
828.966	1001
829.570	994
830.172	1037
830.775	1043
831.379	1008
831.981	1054
832.583	1042
833.187	1034
833.790	1052
834.394	1010
834.996	1054
835.598	1065
836.201	1107
836.803	1030
837.405	1046
838.009	1071
838.611	1073
839.212	1043
839.816	1052
840.418	1040
841.019	1046
841.623	1012
842.224	1070
842.826	1064
843.429	1092
844.031	1069
844.632	1034
845.235	1030
845.836	1036
846.438	1071
847.041	1112
847.642	1016
848.243	1019
848.846	1062
849.447	1029
850.048	1008
850.651	1046
851.252	1010
851.853	1027
852.454	1076
853.056	1048
853.657	1040
854.258	1042
854.861	1028
855.461	1050
856.062	1058
856.664	1074
857.265	1058
857.865	1024
858.466	1004
859.068	1033
859.668	1035
860.269	1070
860.871	1103
861.471	1088
862.071	1079
862.672	1037
863.274	1041
863.874	1015
864.474	1007
865.074	1028
865.676	1043
866.275	1042
866.875	1000
867.477	1037
868.077	1028
868.677	1016
869.276	1007
869.878	994
870.478	1007
871.077	1091
871.677	1080
872.278	1031
872.878	1057
873.477	1007
874.077	1049
874.676	1052
875.277	1021
875.876	1068
876.476	1017
877.075	1039
877.676	1021
878.275	1028
878.874	1058
879.473	1057
880.074	1037
880.673	998
881.272	968
881.871	1039
882.470	1054
883.070	1030
883.669	1076
884.268	1003
884.866	1026
885.465	1039
886.066	1020
886.664	1022
887.263	1040
887.861	1009
888.459	1042
889.060	995
889.658	1072
890.256	1042
890.855	1040
891.453	1025
892.053	979
892.651	1028
893.249	1042
893.847	1028
894.445	1012
895.043	1052
895.643	1029
896.241	1024
896.839	1017
897.437	1016
898.035	1026
898.634	995
899.232	1017
899.830	989
900.427	1020
901.025	1079
901.622	1029
902.220	1035
902.819	1059
903.417	990
904.014	991
904.612	1036
905.209	1028
905.806	1042
906.405	1028
907.002	994
907.600	1048
908.197	989
908.794	1000
909.391	987
909.988	1005
910.585	1053
911.184	1042
911.780	1079
912.377	1035
912.974	1003
913.571	1016
914.167	1011
914.764	1041
915.361	1028
915.959	1036
916.556	991
917.152	1062
917.749	1015
918.345	997
918.942	1020
919.538	1072
920.134	1018
920.731	987
921.327	1041
921.925	981
922.521	1090
923.117	1020
923.713	973
924.309	1013
924.905	1021
925.501	1014
926.097	1064
926.693	1076
927.289	1055
927.885	1029
928.480	1023
929.078	1046
929.674	1017
930.269	1010
930.865	996
931.460	1044
932.056	1043
932.651	1005
933.247	1088
933.842	1001
934.438	981
935.033	972
935.628	986
936.223	1021
936.819	1020
937.414	995
938.009	1003
938.604	1033
939.199	1046
939.796	1022
940.391	1023
940.986	977
941.581	1011
942.176	1037
942.770	995
943.365	1036
943.960	1053
944.554	1065
945.149	1021
945.744	1011
946.338	1042
946.933	1029
947.527	1018
948.122	1034
948.716	1012
949.310	1013
949.905	940
950.499	987
951.093	962
951.687	1049
952.282	985
952.876	1047
953.470	1036
954.064	1056
954.658	1014
955.252	1003
955.846	996
956.440	1016
957.034	1032
957.627	1014
958.221	1034
958.815	974
959.409	1056
960.002	1028
960.596	992
961.189	967
961.783	990
962.376	1044
962.970	1027
963.563	1014
964.157	1014
964.748	1002
965.341	1040
965.935	1046
966.528	988
967.121	1045
967.714	1021
968.307	996
968.900	1038
969.493	1028
970.086	1074
970.679	1037
971.272	1028
971.865	1016
972.458	1045
973.050	1008
973.643	1010
974.236	1039
974.829	1009
975.419	1019
976.012	1028
976.604	1008
977.197	966
977.789	1014
978.382	1025
978.974	1007
979.567	1042
980.159	1035
980.751	1046
981.343	1012
981.936	1004
982.526	988
983.118	1015
983.710	1079
984.302	1033
984.894	1037
985.486	985
986.078	1055
986.670	1047
987.262	1015
987.853	978
988.443	1019
989.035	993
989.627	1047
990.218	1054
990.810	1046
991.401	1043
991.993	1035
992.584	1009
993.174	981
993.765	1011
994.357	1028
994.948	1084
995.539	1033
996.130	1016
996.722	990
997.311	1036
997.902	1058
998.493	1067
999.084	1009
999.675	1006
1000.266	1033
1000.857	1020
1001.446	1046
1002.037	1056
1002.628	1021
1003.218	1008
1003.809	1072
1004.400	1044
1004.989	1018
1005.579	1073
1006.170	1042
1006.760	999
1007.351	1008
1007.941	1063
1008.530	1050
1009.120	1097
1009.710	1085
1010.301	1046
1010.891	1023
1011.479	1031
1012.070	1019
1012.660	1038
1013.250	1049
1013.840	997
1014.430	1069
1015.018	1019
1015.608	1044
1016.198	1042
1016.788	1055
1017.378	984
1017.965	1001
1018.555	997
1019.145	1070
1019.735	1062
1020.322	1010
1020.912	1019
1021.501	1042
1022.091	1050
1022.680	1010
1023.268	1026
1023.857	1054
1024.447	1037
1025.036	1096
1025.623	1036
1026.213	1054
1026.802	1057
1027.391	1054
1027.980	1008
1028.567	1068
1029.156	1096
1029.745	1050
1030.334	1051
